FinanceEnterpriseGroup,GLTransactionInterface.RunGroup,GLTransactionInterface.SequenceNumber,AccountingEntity,Status,ToAccountingEntity,AccountCode,GeneralLedgerEvent,JournalCode,TransactionDate,Reference,Description,CurrencyCode,UnitsAmount,TransactionAmount,System,AutoReverse,PostingDate,Project,FinanceDimension1,FinanceDimension3,DocumentNumber
1,10252025BLU4,260,10,0,10,410225,NL,,20251025,AMBULATORY,Revenue,USD,0,99.00, ,N,20251025, ,012, , 
1,10252025BLU4,261,10,0,10,410225,NL,,20251025,AMBULATORY,Revenue,USD,0,-540.00, ,N,20251025, ,012, , 
1,10252025BLU4,262,35,0,35,410225,NL,,20251025,AMBULATORY,Revenue,USD,0,188.00, ,N,20251025, ,028, , 
1,10252025BLU4,263,35,0,35,410225,NL,,20251025,AMBULATORY,Revenue,USD,0,-2515.00, ,N,20251025, ,028, , 
1,10252025BLU4,264,36,0,36,410225,NL,,20251025,AMBULATORY,Revenue,USD,0,710.00, ,N,20251025, ,100, , 
1,10252025BLU4,265,36,0,36,410225,NL,,20251025,AMBULATORY,Revenue,USD,0,-1731.00, ,N,20251025, ,100, , 
1,10252025BLU4,266,36,0,36,410225,NL,,20251025,AMBULATORY,Revenue,USD,0,185.00, ,N,20251025, ,150, , 
1,10252025BLU4,267,36,0,36,410225,NL,,20251025,AMBULATORY,Revenue,USD,0,-790.00, ,N,20251025, ,150, , 
1,10252025BLU4,268,36,0,36,410225,NL,,20251025,AMBULATORY,Revenue,USD,0,-188.00, ,N,20251025, ,200, , 
1,10252025BLU4,269,36,0,36,410225,NL,,20251025,AMBULATORY,Revenue,USD,0,145.00, ,N,20251025, ,500, , 
1,10252025BLU4,270,36,0,36,410225,NL,,20251025,AMBULATORY,Revenue,USD,0,-534.00, ,N,20251025, ,500, , 
1,10252025BLU4,271,36,0,36,410225,NL,,20251025,AMBULATORY,Revenue,USD,0,326.00, ,N,20251025, ,555, , 
1,10252025BLU4,272,36,0,36,410225,NL,,20251025,AMBULATORY,Revenue,USD,0,-685.00, ,N,20251025, ,555, , 
1,10252025BLU4,273,41,0,41,410225,NL,,20251025,AMBULATORY,Revenue,USD,0,12737.00, ,N,20251025, ,100, , 
1,10252025BLU4,274,41,0,41,410225,NL,,20251025,AMBULATORY,Revenue,USD,0,-20391.00, ,N,20251025, ,100, , 
1,10252025BLU4,275,60,0,60,410225,NL,,20251025,AMBULATORY,Revenue,USD,0,-895.00, ,N,20251025, ,242, , 
1,10252025BLU4,276,60,0,60,410225,NL,,20251025,AMBULATORY,Revenue,USD,0,3832.00, ,N,20251025, ,999, , 
1,10252025BLU4,277,60,0,60,410225,NL,,20251025,AMBULATORY,Revenue,USD,0,-4920.00, ,N,20251025, ,999, , 
1,10252025BLU4,278,60,0,60,410225,NL,,20251025,AMBULATORY,Revenue,USD,0,2234.25, ,N,20251025, ,020, , 
1,10252025BLU4,279,60,0,60,410225,NL,,20251025,AMBULATORY,Revenue,USD,0,-3879.25, ,N,20251025, ,020, , 
1,10252025BLU4,280,60,0,60,410225,NL,,20251025,AMBULATORY,Revenue,USD,0,564.00, ,N,20251025, ,021, , 
1,10252025BLU4,281,60,0,60,410225,NL,,20251025,AMBULATORY,Revenue,USD,0,-593.00, ,N,20251025, ,021, , 
1,10252025BLU4,282,60,0,60,410225,NL,,20251025,AMBULATORY,Revenue,USD,0,-5.00, ,N,20251025, ,023, , 
1,10252025BLU4,283,60,0,60,410225,NL,,20251025,AMBULATORY,Revenue,USD,0,3507.00, ,N,20251025, ,040, , 
1,10252025BLU4,284,60,0,60,410225,NL,,20251025,AMBULATORY,Revenue,USD,0,-4030.00, ,N,20251025, ,040, , 
1,10252025BLU4,285,60,0,60,410225,NL,,20251025,AMBULATORY,Revenue,USD,0,-251.00, ,N,20251025, ,041, , 
1,10252025BLU4,286,60,0,60,410225,NL,,20251025,AMBULATORY,Revenue,USD,0,-488.00, ,N,20251025, ,042, , 
1,10252025BLU4,287,60,0,60,410225,NL,,20251025,AMBULATORY,Revenue,USD,0,302.00, ,N,20251025, ,043, , 
1,10252025BLU4,288,60,0,60,410225,NL,,20251025,AMBULATORY,Revenue,USD,0,-324.00, ,N,20251025, ,043, , 
1,10252025BLU4,289,70,0,70,410225,NL,,20251025,AMBULATORY,Revenue,USD,0,-1600.00, ,N,20251025, ,012, , 
1,10252025BLU4,290,70,0,70,410225,NL,,20251025,AMBULATORY,Revenue,USD,0,216.00, ,N,20251025, ,016, , 
1,10252025BLU4,291,70,0,70,410225,NL,,20251025,AMBULATORY,Revenue,USD,0,-763.00, ,N,20251025, ,016, , 
1,10252025BLU4,292,70,0,70,410225,NL,,20251025,AMBULATORY,Revenue,USD,0,998.00, ,N,20251025, ,018, , 
1,10252025BLU4,293,70,0,70,410225,NL,,20251025,AMBULATORY,Revenue,USD,0,-4781.00, ,N,20251025, ,018, , 
1,10252025BLU4,294,70,0,70,410225,NL,,20251025,AMBULATORY,Revenue,USD,0,390.00, ,N,20251025, ,027, , 
1,10252025BLU4,295,70,0,70,410225,NL,,20251025,AMBULATORY,Revenue,USD,0,-711.00, ,N,20251025, ,027, , 
1,10252025BLU4,296,70,0,70,410225,NL,,20251025,AMBULATORY,Revenue,USD,0,240.00, ,N,20251025, ,028, , 
1,10252025BLU4,297,70,0,70,410225,NL,,20251025,AMBULATORY,Revenue,USD,0,-240.00, ,N,20251025, ,028, , 
1,10252025BLU4,298,70,0,70,410225,NL,,20251025,AMBULATORY,Revenue,USD,0,-198.00, ,N,20251025, ,035, , 
1,10252025BLU4,299,70,0,70,410225,NL,,20251025,AMBULATORY,Revenue,USD,0,-1207.00, ,N,20251025, ,036, , 
1,10252025BLU4,300,70,0,70,410225,NL,,20251025,AMBULATORY,Revenue,USD,0,333.00, ,N,20251025, ,088, , 
1,10252025BLU4,301,70,0,70,410225,NL,,20251025,AMBULATORY,Revenue,USD,0,-414.00, ,N,20251025, ,088, , 
1,10252025BLU4,302,70,0,70,410225,NL,,20251025,AMBULATORY,Revenue,USD,0,1410.00, ,N,20251025, ,093, , 
1,10252025BLU4,303,70,0,70,410225,NL,,20251025,AMBULATORY,Revenue,USD,0,-1511.00, ,N,20251025, ,093, , 
1,10252025BLU4,304,70,0,70,410225,NL,,20251025,AMBULATORY,Revenue,USD,0,4203.00, ,N,20251025, ,500, , 
1,10252025BLU4,305,70,0,70,410225,NL,,20251025,AMBULATORY,Revenue,USD,0,-6140.00, ,N,20251025, ,500, , 
1,10252025BLU4,306,10,0,10,410230,NL,,20251025,AMBULATORY,Revenue,USD,0,534.00, ,N,20251025, ,027, , 
1,10252025BLU4,307,10,0,10,410230,NL,,20251025,AMBULATORY,Revenue,USD,0,-679.00, ,N,20251025, ,027, , 
1,10252025BLU4,308,10,0,10,410230,NL,,20251025,AMBULATORY,Revenue,USD,0,841.00, ,N,20251025, ,012, , 
1,10252025BLU4,309,10,0,10,410230,NL,,20251025,AMBULATORY,Revenue,USD,0,-541.00, ,N,20251025, ,012, , 
1,10252025BLU4,310,35,0,35,410230,NL,,20251025,AMBULATORY,Revenue,USD,0,-99.00, ,N,20251025, ,012, , 
1,10252025BLU4,311,36,0,36,410230,NL,,20251025,AMBULATORY,Revenue,USD,0,199.00, ,N,20251025, ,100, , 
1,10252025BLU4,312,36,0,36,410230,NL,,20251025,AMBULATORY,Revenue,USD,0,-575.00, ,N,20251025, ,100, , 
1,10252025BLU4,313,36,0,36,410230,NL,,20251025,AMBULATORY,Revenue,USD,0,317.00, ,N,20251025, ,150, , 
1,10252025BLU4,314,36,0,36,410230,NL,,20251025,AMBULATORY,Revenue,USD,0,-623.00, ,N,20251025, ,150, , 
1,10252025BLU4,315,36,0,36,410230,NL,,20251025,AMBULATORY,Revenue,USD,0,-201.00, ,N,20251025, ,500, , 
1,10252025BLU4,316,36,0,36,410230,NL,,20251025,AMBULATORY,Revenue,USD,0,672.00, ,N,20251025, ,555, , 
1,10252025BLU4,317,36,0,36,410230,NL,,20251025,AMBULATORY,Revenue,USD,0,-1270.00, ,N,20251025, ,555, , 
1,10252025BLU4,318,41,0,41,410230,NL,,20251025,AMBULATORY,Revenue,USD,0,3311.00, ,N,20251025, ,100, , 
1,10252025BLU4,319,41,0,41,410230,NL,,20251025,AMBULATORY,Revenue,USD,0,-6149.00, ,N,20251025, ,100, , 
1,10252025BLU4,320,60,0,60,410230,NL,,20251025,AMBULATORY,Revenue,USD,0,-782.00, ,N,20251025, ,242, , 
1,10252025BLU4,321,60,0,60,410230,NL,,20251025,AMBULATORY,Revenue,USD,0,453.00, ,N,20251025, ,999, , 
1,10252025BLU4,322,60,0,60,410230,NL,,20251025,AMBULATORY,Revenue,USD,0,-596.00, ,N,20251025, ,999, , 
1,10252025BLU4,323,60,0,60,410230,NL,,20251025,AMBULATORY,Revenue,USD,0,1300.00, ,N,20251025, ,020, , 
1,10252025BLU4,324,60,0,60,410230,NL,,20251025,AMBULATORY,Revenue,USD,0,-2630.00, ,N,20251025, ,020, , 
1,10252025BLU4,325,60,0,60,410230,NL,,20251025,AMBULATORY,Revenue,USD,0,-188.00, ,N,20251025, ,021, , 
1,10252025BLU4,326,60,0,60,410230,NL,,20251025,AMBULATORY,Revenue,USD,0,530.00, ,N,20251025, ,023, , 
1,10252025BLU4,327,60,0,60,410230,NL,,20251025,AMBULATORY,Revenue,USD,0,-530.00, ,N,20251025, ,023, , 
1,10252025BLU4,328,60,0,60,410230,NL,,20251025,AMBULATORY,Revenue,USD,0,933.00, ,N,20251025, ,040, , 
1,10252025BLU4,329,60,0,60,410230,NL,,20251025,AMBULATORY,Revenue,USD,0,-1462.00, ,N,20251025, ,040, , 
1,10252025BLU4,330,60,0,60,410230,NL,,20251025,AMBULATORY,Revenue,USD,0,-155.00, ,N,20251025, ,041, , 
1,10252025BLU4,331,60,0,60,410230,NL,,20251025,AMBULATORY,Revenue,USD,0,-673.00, ,N,20251025, ,042, , 
1,10252025BLU4,332,60,0,60,410230,NL,,20251025,AMBULATORY,Revenue,USD,0,169.00, ,N,20251025, ,043, , 
1,10252025BLU4,333,60,0,60,410230,NL,,20251025,AMBULATORY,Revenue,USD,0,-169.00, ,N,20251025, ,043, , 
1,10252025BLU4,334,70,0,70,410230,NL,,20251025,AMBULATORY,Revenue,USD,0,-244.00, ,N,20251025, ,012, , 
1,10252025BLU4,335,70,0,70,410230,NL,,20251025,AMBULATORY,Revenue,USD,0,361.00, ,N,20251025, ,016, , 
1,10252025BLU4,336,70,0,70,410230,NL,,20251025,AMBULATORY,Revenue,USD,0,-562.00, ,N,20251025, ,016, , 
1,10252025BLU4,337,70,0,70,410230,NL,,20251025,AMBULATORY,Revenue,USD,0,133.00, ,N,20251025, ,027, , 
1,10252025BLU4,338,70,0,70,410230,NL,,20251025,AMBULATORY,Revenue,USD,0,-506.00, ,N,20251025, ,027, , 
1,10252025BLU4,339,70,0,70,410230,NL,,20251025,AMBULATORY,Revenue,USD,0,151.00, ,N,20251025, ,036, , 
1,10252025BLU4,340,70,0,70,410230,NL,,20251025,AMBULATORY,Revenue,USD,0,-2436.00, ,N,20251025, ,036, , 
1,10252025BLU4,341,70,0,70,410230,NL,,20251025,AMBULATORY,Revenue,USD,0,273.00, ,N,20251025, ,088, , 
1,10252025BLU4,342,70,0,70,410230,NL,,20251025,AMBULATORY,Revenue,USD,0,-563.00, ,N,20251025, ,088, , 
1,10252025BLU4,343,70,0,70,410230,NL,,20251025,AMBULATORY,Revenue,USD,0,185.00, ,N,20251025, ,093, , 
1,10252025BLU4,344,70,0,70,410230,NL,,20251025,AMBULATORY,Revenue,USD,0,-185.00, ,N,20251025, ,093, , 
1,10252025BLU4,345,70,0,70,410230,NL,,20251025,AMBULATORY,Revenue,USD,0,741.00, ,N,20251025, ,500, , 
1,10252025BLU4,346,70,0,70,410230,NL,,20251025,AMBULATORY,Revenue,USD,0,-605.00, ,N,20251025, ,500, , 
1,10252025BLU4,347,10,0,10,410255,NL,,20251025,AMBULATORY,Revenue,USD,0,99.00, ,N,20251025, ,012, , 
1,10252025BLU4,348,10,0,10,410255,NL,,20251025,AMBULATORY,Revenue,USD,0,-679.00, ,N,20251025, ,012, , 
1,10252025BLU4,349,41,0,41,410255,NL,,20251025,AMBULATORY,Revenue,USD,0,1283.00, ,N,20251025, ,100, , 
1,10252025BLU4,350,41,0,41,410255,NL,,20251025,AMBULATORY,Revenue,USD,0,-735.00, ,N,20251025, ,100, , 
1,10252025BLU4,351,60,0,60,410255,NL,,20251025,AMBULATORY,Revenue,USD,0,133.00, ,N,20251025, ,999, , 
1,10252025BLU4,352,60,0,60,410255,NL,,20251025,AMBULATORY,Revenue,USD,0,-133.00, ,N,20251025, ,999, , 
1,10252025BLU4,353,70,0,70,410255,NL,,20251025,AMBULATORY,Revenue,USD,0,-145.00, ,N,20251025, ,036, , 
1,10252025BLU4,354,10,0,10,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,389.00, ,N,20251025, ,027, , 
1,10252025BLU4,355,10,0,10,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,-679.00, ,N,20251025, ,027, , 
1,10252025BLU4,356,10,0,10,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,725.00, ,N,20251025, ,012, , 
1,10252025BLU4,357,10,0,10,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,-1180.00, ,N,20251025, ,012, , 
1,10252025BLU4,358,35,0,35,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,-5384.00, ,N,20251025, ,028, , 
1,10252025BLU4,359,35,0,35,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,53.00, ,N,20251025, ,012, , 
1,10252025BLU4,360,35,0,35,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,-4102.00, ,N,20251025, ,012, , 
1,10252025BLU4,361,36,0,36,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,4332.00, ,N,20251025, ,100, , 
1,10252025BLU4,362,36,0,36,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,-7157.00, ,N,20251025, ,100, , 
1,10252025BLU4,363,36,0,36,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,133.00, ,N,20251025, ,150, , 
1,10252025BLU4,364,36,0,36,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,-1434.00, ,N,20251025, ,150, , 
1,10252025BLU4,365,36,0,36,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,-454.00, ,N,20251025, ,200, , 
1,10252025BLU4,366,36,0,36,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,1440.00, ,N,20251025, ,500, , 
1,10252025BLU4,367,36,0,36,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,-2753.00, ,N,20251025, ,500, , 
1,10252025BLU4,368,36,0,36,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,2710.00, ,N,20251025, ,555, , 
1,10252025BLU4,369,36,0,36,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,-3969.00, ,N,20251025, ,555, , 
1,10252025BLU4,370,41,0,41,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,1675.00, ,N,20251025, ,100, , 
1,10252025BLU4,371,41,0,41,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,-9303.00, ,N,20251025, ,100, , 
1,10252025BLU4,372,60,0,60,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,-756.00, ,N,20251025, ,242, , 
1,10252025BLU4,373,60,0,60,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,3082.00, ,N,20251025, ,999, , 
1,10252025BLU4,374,60,0,60,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,-6903.00, ,N,20251025, ,999, , 
1,10252025BLU4,375,60,0,60,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,3092.00, ,N,20251025, ,020, , 
1,10252025BLU4,376,60,0,60,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,-5224.00, ,N,20251025, ,020, , 
1,10252025BLU4,377,60,0,60,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,696.00, ,N,20251025, ,021, , 
1,10252025BLU4,378,60,0,60,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,-1183.00, ,N,20251025, ,021, , 
1,10252025BLU4,379,60,0,60,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,1362.00, ,N,20251025, ,023, , 
1,10252025BLU4,380,60,0,60,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,-1350.00, ,N,20251025, ,023, , 
1,10252025BLU4,381,60,0,60,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,3146.00, ,N,20251025, ,040, , 
1,10252025BLU4,382,60,0,60,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,-4105.00, ,N,20251025, ,040, , 
1,10252025BLU4,383,60,0,60,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,668.00, ,N,20251025, ,041, , 
1,10252025BLU4,384,60,0,60,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,-1412.00, ,N,20251025, ,041, , 
1,10252025BLU4,385,60,0,60,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,-3627.00, ,N,20251025, ,042, , 
1,10252025BLU4,386,60,0,60,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,-519.00, ,N,20251025, ,043, , 
1,10252025BLU4,387,70,0,70,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,201.00, ,N,20251025, ,012, , 
1,10252025BLU4,388,70,0,70,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,-1215.00, ,N,20251025, ,012, , 
1,10252025BLU4,389,70,0,70,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,246.00, ,N,20251025, ,016, , 
1,10252025BLU4,390,70,0,70,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,-683.00, ,N,20251025, ,016, , 
1,10252025BLU4,391,70,0,70,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,434.00, ,N,20251025, ,018, , 
1,10252025BLU4,392,70,0,70,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,-1438.00, ,N,20251025, ,018, , 
1,10252025BLU4,393,70,0,70,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,1745.00, ,N,20251025, ,027, , 
1,10252025BLU4,394,70,0,70,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,-5679.00, ,N,20251025, ,027, , 
1,10252025BLU4,395,70,0,70,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,837.00, ,N,20251025, ,028, , 
1,10252025BLU4,396,70,0,70,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,-889.00, ,N,20251025, ,028, , 
1,10252025BLU4,397,70,0,70,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,798.00, ,N,20251025, ,035, , 
1,10252025BLU4,398,70,0,70,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,-1618.00, ,N,20251025, ,035, , 
1,10252025BLU4,399,70,0,70,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,817.00, ,N,20251025, ,036, , 
1,10252025BLU4,400,70,0,70,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,-1768.00, ,N,20251025, ,036, , 
1,10252025BLU4,401,70,0,70,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,-421.00, ,N,20251025, ,086, , 
1,10252025BLU4,402,70,0,70,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,-1078.00, ,N,20251025, ,088, , 
1,10252025BLU4,403,70,0,70,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,1661.00, ,N,20251025, ,093, , 
1,10252025BLU4,404,70,0,70,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,-3171.00, ,N,20251025, ,093, , 
1,10252025BLU4,405,70,0,70,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,3216.00, ,N,20251025, ,500, , 
1,10252025BLU4,406,70,0,70,410265,NL,,20251025,AMBULATORY,Revenue,USD,0,-5301.00, ,N,20251025, ,500, , 
1,10252025BLU4,407,10,0,10,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,343.00, ,N,20251025, ,027, , 
1,10252025BLU4,408,10,0,10,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,-933.00, ,N,20251025, ,027, , 
1,10252025BLU4,409,10,0,10,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,643.00, ,N,20251025, ,012, , 
1,10252025BLU4,410,10,0,10,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,-1233.00, ,N,20251025, ,012, , 
1,10252025BLU4,411,35,0,35,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,-6570.00, ,N,20251025, ,028, , 
1,10252025BLU4,412,35,0,35,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,223.00, ,N,20251025, ,012, , 
1,10252025BLU4,413,35,0,35,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,-6565.00, ,N,20251025, ,012, , 
1,10252025BLU4,414,36,0,36,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,8797.00, ,N,20251025, ,100, , 
1,10252025BLU4,415,36,0,36,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,-14005.00, ,N,20251025, ,100, , 
1,10252025BLU4,416,36,0,36,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,2198.00, ,N,20251025, ,150, , 
1,10252025BLU4,417,36,0,36,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,-3517.00, ,N,20251025, ,150, , 
1,10252025BLU4,418,36,0,36,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,-962.00, ,N,20251025, ,200, , 
1,10252025BLU4,419,36,0,36,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,2317.00, ,N,20251025, ,500, , 
1,10252025BLU4,420,36,0,36,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,-3932.00, ,N,20251025, ,500, , 
1,10252025BLU4,421,36,0,36,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,-590.00, ,N,20251025, ,520, , 
1,10252025BLU4,422,36,0,36,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,6998.00, ,N,20251025, ,555, , 
1,10252025BLU4,423,36,0,36,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,-10157.00, ,N,20251025, ,555, , 
1,10252025BLU4,424,41,0,41,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,15986.00, ,N,20251025, ,100, , 
1,10252025BLU4,425,41,0,41,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,-36159.00, ,N,20251025, ,100, , 
1,10252025BLU4,426,41,0,41,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,-3745.00, ,N,20251025, ,200, , 
1,10252025BLU4,427,60,0,60,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,822.00, ,N,20251025, ,102, , 
1,10252025BLU4,428,60,0,60,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,-1617.00, ,N,20251025, ,102, , 
1,10252025BLU4,429,60,0,60,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,21.00, ,N,20251025, ,242, , 
1,10252025BLU4,430,60,0,60,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,-1069.00, ,N,20251025, ,242, , 
1,10252025BLU4,431,60,0,60,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,6577.00, ,N,20251025, ,999, , 
1,10252025BLU4,432,60,0,60,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,-13480.00, ,N,20251025, ,999, , 
1,10252025BLU4,433,60,0,60,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,12060.25, ,N,20251025, ,020, , 
1,10252025BLU4,434,60,0,60,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,-19258.00, ,N,20251025, ,020, , 
1,10252025BLU4,435,60,0,60,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,2511.00, ,N,20251025, ,021, , 
1,10252025BLU4,436,60,0,60,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,-4237.00, ,N,20251025, ,021, , 
1,10252025BLU4,437,60,0,60,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,1017.00, ,N,20251025, ,023, , 
1,10252025BLU4,438,60,0,60,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,-3023.00, ,N,20251025, ,023, , 
1,10252025BLU4,439,60,0,60,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,6020.00, ,N,20251025, ,040, , 
1,10252025BLU4,440,60,0,60,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,-11726.10, ,N,20251025, ,040, , 
1,10252025BLU4,441,60,0,60,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,1721.00, ,N,20251025, ,041, , 
1,10252025BLU4,442,60,0,60,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,-5267.00, ,N,20251025, ,041, , 
1,10252025BLU4,443,60,0,60,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,418.00, ,N,20251025, ,042, , 
1,10252025BLU4,444,60,0,60,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,-4427.00, ,N,20251025, ,042, , 
1,10252025BLU4,445,60,0,60,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,524.00, ,N,20251025, ,043, , 
1,10252025BLU4,446,60,0,60,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,-1718.00, ,N,20251025, ,043, , 
1,10252025BLU4,447,70,0,70,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,2283.00, ,N,20251025, ,012, , 
1,10252025BLU4,448,70,0,70,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,-8166.00, ,N,20251025, ,012, , 
1,10252025BLU4,449,70,0,70,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,1197.00, ,N,20251025, ,016, , 
1,10252025BLU4,450,70,0,70,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,-2863.00, ,N,20251025, ,016, , 
1,10252025BLU4,451,70,0,70,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,2623.00, ,N,20251025, ,018, , 
1,10252025BLU4,452,70,0,70,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,-9244.00, ,N,20251025, ,018, , 
1,10252025BLU4,453,70,0,70,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,5395.00, ,N,20251025, ,027, , 
1,10252025BLU4,454,70,0,70,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,-13246.00, ,N,20251025, ,027, , 
1,10252025BLU4,455,70,0,70,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,1618.00, ,N,20251025, ,035, , 
1,10252025BLU4,456,70,0,70,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,-3053.00, ,N,20251025, ,035, , 
1,10252025BLU4,457,70,0,70,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,1571.00, ,N,20251025, ,036, , 
1,10252025BLU4,458,70,0,70,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,-2299.00, ,N,20251025, ,036, , 
1,10252025BLU4,459,70,0,70,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,470.00, ,N,20251025, ,086, , 
1,10252025BLU4,460,70,0,70,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,-941.00, ,N,20251025, ,086, , 
1,10252025BLU4,461,70,0,70,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,198.00, ,N,20251025, ,088, , 
1,10252025BLU4,462,70,0,70,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,-1680.00, ,N,20251025, ,088, , 
1,10252025BLU4,463,70,0,70,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,2665.00, ,N,20251025, ,093, , 
1,10252025BLU4,464,70,0,70,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,-4622.00, ,N,20251025, ,093, , 
1,10252025BLU4,465,70,0,70,410275,NL,,20251025,AMBULATORY,Revenue,USD,0,6330.00, ,N,20251025, ,500, , 
